"grade","prob","oper","op1","op2","op1type","op2type","opTypes","opSubTypes","op1val","op2val"
"3","311+298","+","311","298","whole","whole","whole","MD_whole",311,298
"3","534+256","+","534","256","whole","whole","whole","MD_whole",534,256
"3","46+14","+","46","14","whole","whole","whole","MD_whole",46,14
"3","39+243","+","39","243","whole","whole","whole","MD_whole",39,243
"3","326+402","+","326","402","whole","whole","whole","MD_whole",326,402
"3","356+442","+","356","442","whole","whole","whole","MD_whole",356,442
"3","164+230","+","164","230","whole","whole","whole","MD_whole",164,230
"3","545+139","+","545","139","whole","whole","whole","MD_whole",545,139
"3","437+184","+","437","184","whole","whole","whole","MD_whole",437,184
"3","440-390","-","440","390","whole","whole","whole","MD_whole",440,390
"3","585+346","+","585","346","whole","whole","whole","MD_whole",585,346
"3","36-10","-","36","10","whole","whole","whole","MD_whole",36,10
"3","423-100","-","423","100","whole","whole","whole","MD_whole",423,100
"3","400-100","-","400","100","whole","whole","whole","MD_whole",400,100
"3","50-30","-","50","30","whole","whole","whole","MD_whole",50,30
"3","8-6","-","8","6","whole","whole","whole","SD_whole",8,6
"3","56-38","-","56","38","whole","whole","whole","MD_whole",56,38
"3","435-121","-","435","121","whole","whole","whole","MD_whole",435,121
"3","93-28","-","93","28","whole","whole","whole","MD_whole",93,28
"3","51-12","-","51","12","whole","whole","whole","MD_whole",51,12
"3","76-23","-","76","23","whole","whole","whole","MD_whole",76,23
"3","631-258","-","631","258","whole","whole","whole","MD_whole",631,258
"3","894-583","-","894","583","whole","whole","whole","MD_whole",894,583
"3","521-301","-","521","301","whole","whole","whole","MD_whole",521,301
"3","918-427","-","918","427","whole","whole","whole","MD_whole",918,427
"3","386-123","-","386","123","whole","whole","whole","MD_whole",386,123
"3","519-205","-","519","205","whole","whole","whole","MD_whole",519,205
"3","456-217","-","456","217","whole","whole","whole","MD_whole",456,217
"3","642-159","-","642","159","whole","whole","whole","MD_whole",642,159
"3","242-220","-","242","220","whole","whole","whole","MD_whole",242,220
"3","870-492","-","870","492","whole","whole","whole","MD_whole",870,492
"3","654-263","-","654","263","whole","whole","whole","MD_whole",654,263
"3","937-618","-","937","618","whole","whole","whole","MD_whole",937,618
"3","568-276","-","568","276","whole","whole","whole","MD_whole",568,276
"3","761-435","-","761","435","whole","whole","whole","MD_whole",761,435
"3","829-765","-","829","765","whole","whole","whole","MD_whole",829,765
"3","974-285","-","974","285","whole","whole","whole","MD_whole",974,285
"3","523-141","-","523","141","whole","whole","whole","MD_whole",523,141
"3","738-227","-","738","227","whole","whole","whole","MD_whole",738,227
"3","651-376","-","651","376","whole","whole","whole","MD_whole",651,376
"3","815-281","-","815","281","whole","whole","whole","MD_whole",815,281
"3","627-253","-","627","253","whole","whole","whole","MD_whole",627,253
"3","862-419","-","862","419","whole","whole","whole","MD_whole",862,419
"3","726-148","-","726","148","whole","whole","whole","MD_whole",726,148
"3","543-358","-","543","358","whole","whole","whole","MD_whole",543,358
"3","851-448","-","851","448","whole","whole","whole","MD_whole",851,448
"3","595-286","-","595","286","whole","whole","whole","MD_whole",595,286
"3","728-515","-","728","515","whole","whole","whole","MD_whole",728,515
"3","543-307","-","543","307","whole","whole","whole","MD_whole",543,307
"3","600-453","-","600","453","whole","whole","whole","MD_whole",600,453
"3","438-257","-","438","257","whole","whole","whole","MD_whole",438,257
"3","706-681","-","706","681","whole","whole","whole","MD_whole",706,681
"3","839-754","-","839","754","whole","whole","whole","MD_whole",839,754
"3","916-558","-","916","558","whole","whole","whole","MD_whole",916,558
"3","457-364","-","457","364","whole","whole","whole","MD_whole",457,364
"3","652-341","-","652","341","whole","whole","whole","MD_whole",652,341
"3","700-648","-","700","648","whole","whole","whole","MD_whole",700,648
"3","963-256","-","963","256","whole","whole","whole","MD_whole",963,256
"3","335-218","-","335","218","whole","whole","whole","MD_whole",335,218
"3","615-342","-","615","342","whole","whole","whole","MD_whole",615,342
"3","508-113","-","508","113","whole","whole","whole","MD_whole",508,113
"3","716-229","-","716","229","whole","whole","whole","MD_whole",716,229
"3","826-617","-","826","617","whole","whole","whole","MD_whole",826,617
"3","900-158","-","900","158","whole","whole","whole","MD_whole",900,158
"3","607-568","-","607","568","whole","whole","whole","MD_whole",607,568
"3","973-869","-","973","869","whole","whole","whole","MD_whole",973,869
"3","352-148","-","352","148","whole","whole","whole","MD_whole",352,148
"3","12-4","-","12","4","whole","whole","whole","MD_whole",12,4
"3","9+8","+","9","8","whole","whole","whole","SD_whole",9,8
"3","11-7","-","11","7","whole","whole","whole","MD_whole",11,7
"3","490+234","+","490","234","whole","whole","whole","MD_whole",490,234
"3","14+0","+","14","0","whole","whole","whole","MD_whole",14,0
"3","650-189","-","650","189","whole","whole","whole","MD_whole",650,189
"3","642+259","+","642","259","whole","whole","whole","MD_whole",642,259
"3","460-309","-","460","309","whole","whole","whole","MD_whole",460,309
"3","632-274","-","632","274","whole","whole","whole","MD_whole",632,274
"3","3*8","*","3","8","whole","whole","whole","SD_whole",3,8
"3","8*3","*","8","3","whole","whole","whole","SD_whole",8,3
"3","6*4","*","6","4","whole","whole","whole","SD_whole",6,4
"3","7*3","*","7","3","whole","whole","whole","SD_whole",7,3
"3","3*6","*","3","6","whole","whole","whole","SD_whole",3,6
"3","4*7","*","4","7","whole","whole","whole","SD_whole",4,7
"3","4*2","*","4","2","whole","whole","whole","SD_whole",4,2
"3","2*8","*","2","8","whole","whole","whole","SD_whole",2,8
"3","2*4","*","2","4","whole","whole","whole","SD_whole",2,4
"3","5*1","*","5","1","whole","whole","whole","SD_whole",5,1
"3","0*2","*","0","2","whole","whole","whole","SD_whole",0,2
"3","4*0","*","4","0","whole","whole","whole","SD_whole",4,0
"3","1*6","*","1","6","whole","whole","whole","SD_whole",1,6
"3","3*0","*","3","0","whole","whole","whole","SD_whole",3,0
"3","1*2","*","1","2","whole","whole","whole","SD_whole",1,2
"3","0*6","*","0","6","whole","whole","whole","SD_whole",0,6
"3","8*1","*","8","1","whole","whole","whole","SD_whole",8,1
"3","3*1","*","3","1","whole","whole","whole","SD_whole",3,1
"3","8*0","*","8","0","whole","whole","whole","SD_whole",8,0
"3","1*9","*","1","9","whole","whole","whole","SD_whole",1,9
"3","0*7","*","0","7","whole","whole","whole","SD_whole",0,7
"3","1*28","*","1","28","whole","whole","whole","MD_whole",1,28
"3","0*46","*","0","46","whole","whole","whole","MD_whole",0,46
"3","36*0","*","36","0","whole","whole","whole","MD_whole",36,0
"3","0*8","*","0","8","whole","whole","whole","SD_whole",0,8
"3","0*4","*","0","4","whole","whole","whole","SD_whole",0,4
"3","1*6","*","1","6","whole","whole","whole","SD_whole",1,6
"3","3*0","*","3","0","whole","whole","whole","SD_whole",3,0
"3","0*9","*","0","9","whole","whole","whole","SD_whole",0,9
"3","8*1","*","8","1","whole","whole","whole","SD_whole",8,1
"3","1*2","*","1","2","whole","whole","whole","SD_whole",1,2
"3","10*1","*","10","1","whole","whole","whole","MD_whole",10,1
"3","2*0","*","2","0","whole","whole","whole","SD_whole",2,0
"3","5*1","*","5","1","whole","whole","whole","SD_whole",5,1
"3","1*0","*","1","0","whole","whole","whole","SD_whole",1,0
"3","0*0","*","0","0","whole","whole","whole","SD_whole",0,0
"3","1*3","*","1","3","whole","whole","whole","SD_whole",1,3
"3","9*0","*","9","0","whole","whole","whole","SD_whole",9,0
"3","1*1","*","1","1","whole","whole","whole","SD_whole",1,1
"3","1*0","*","1","0","whole","whole","whole","SD_whole",1,0
"3","14+14","+","14","14","whole","whole","whole","MD_whole",14,14
"3","4*7","*","4","7","whole","whole","whole","SD_whole",4,7
"3","6*2","*","6","2","whole","whole","whole","SD_whole",6,2
"3","9*4","*","9","4","whole","whole","whole","SD_whole",9,4
"3","2*7","*","2","7","whole","whole","whole","SD_whole",2,7
"3","8*4","*","8","4","whole","whole","whole","SD_whole",8,4
"3","5*2","*","5","2","whole","whole","whole","SD_whole",5,2
"3","10*4","*","10","4","whole","whole","whole","MD_whole",10,4
"3","2*9","*","2","9","whole","whole","whole","SD_whole",2,9
"3","4*6","*","4","6","whole","whole","whole","SD_whole",4,6
"3","7*2","*","7","2","whole","whole","whole","SD_whole",7,2
"3","2*0","*","2","0","whole","whole","whole","SD_whole",2,0
"3","4*3","*","4","3","whole","whole","whole","SD_whole",4,3
"3","2*8","*","2","8","whole","whole","whole","SD_whole",2,8
"3","4*4","*","4","4","whole","whole","whole","SD_whole",4,4
"3","10*2","*","10","2","whole","whole","whole","MD_whole",10,2
"3","4*5","*","4","5","whole","whole","whole","SD_whole",4,5
"3","2*6","*","2","6","whole","whole","whole","SD_whole",2,6
"3","4*8","*","4","8","whole","whole","whole","SD_whole",4,8
"3","2*3","*","2","3","whole","whole","whole","SD_whole",2,3
"3","4*6","*","4","6","whole","whole","whole","SD_whole",4,6
"3","2*8","*","2","8","whole","whole","whole","SD_whole",2,8
"3","527+154","+","527","154","whole","whole","whole","MD_whole",527,154
"3","2*5","*","2","5","whole","whole","whole","SD_whole",2,5
"3","6*10","*","6","10","whole","whole","whole","MD_whole",6,10
"3","5*5","*","5","5","whole","whole","whole","SD_whole",5,5
"3","10*7","*","10","7","whole","whole","whole","MD_whole",10,7
"3","10*4","*","10","4","whole","whole","whole","MD_whole",10,4
"3","5*6","*","5","6","whole","whole","whole","SD_whole",5,6
"3","10*0","*","10","0","whole","whole","whole","MD_whole",10,0
"3","5*3","*","5","3","whole","whole","whole","SD_whole",5,3
"3","7*5","*","7","5","whole","whole","whole","SD_whole",7,5
"3","5*10","*","5","10","whole","whole","whole","MD_whole",5,10
"3","4*5","*","4","5","whole","whole","whole","SD_whole",4,5
"3","9*10","*","9","10","whole","whole","whole","MD_whole",9,10
"3","5*1","*","5","1","whole","whole","whole","SD_whole",5,1
"3","10*2","*","10","2","whole","whole","whole","MD_whole",10,2
"3","4*5","*","4","5","whole","whole","whole","SD_whole",4,5
"3","10*10","*","10","10","whole","whole","whole","MD_whole",10,10
"3","10*0","*","10","0","whole","whole","whole","MD_whole",10,0
"3","10*5","*","10","5","whole","whole","whole","MD_whole",10,5
"3","1*5","*","1","5","whole","whole","whole","SD_whole",1,5
"3","5*9","*","5","9","whole","whole","whole","SD_whole",5,9
"3","3*4","*","3","4","whole","whole","whole","SD_whole",3,4
"3","5*0","*","5","0","whole","whole","whole","SD_whole",5,0
"3","4*8","*","4","8","whole","whole","whole","SD_whole",4,8
"3","10*5","*","10","5","whole","whole","whole","MD_whole",10,5
"3","5*1","*","5","1","whole","whole","whole","SD_whole",5,1
"3","2*10","*","2","10","whole","whole","whole","MD_whole",2,10
"3","8*5","*","8","5","whole","whole","whole","SD_whole",8,5
"3","1*10","*","1","10","whole","whole","whole","MD_whole",1,10
"3","4*5","*","4","5","whole","whole","whole","SD_whole",4,5
"3","5*10","*","5","10","whole","whole","whole","MD_whole",5,10
"3","7*5","*","7","5","whole","whole","whole","SD_whole",7,5
"3","5*6","*","5","6","whole","whole","whole","SD_whole",5,6
"3","10*7","*","10","7","whole","whole","whole","MD_whole",10,7
"3","5*3","*","5","3","whole","whole","whole","SD_whole",5,3
"3","10*4","*","10","4","whole","whole","whole","MD_whole",10,4
"3","5*0","*","5","0","whole","whole","whole","SD_whole",5,0
"3","10*8","*","10","8","whole","whole","whole","MD_whole",10,8
"3","5*2","*","5","2","whole","whole","whole","SD_whole",5,2
"3","10*6","*","10","6","whole","whole","whole","MD_whole",10,6
"3","5*8","*","5","8","whole","whole","whole","SD_whole",5,8
"3","3*8","*","3","8","whole","whole","whole","SD_whole",3,8
"3","6*8","*","6","8","whole","whole","whole","SD_whole",6,8
"3","6*4","*","6","4","whole","whole","whole","SD_whole",6,4
"3","6*1","*","6","1","whole","whole","whole","SD_whole",6,1
"3","3*7","*","3","7","whole","whole","whole","SD_whole",3,7
"3","6*5","*","6","5","whole","whole","whole","SD_whole",6,5
"3","3*9","*","3","9","whole","whole","whole","SD_whole",3,9
"3","2*3","*","2","3","whole","whole","whole","SD_whole",2,3
"3","3*6","*","3","6","whole","whole","whole","SD_whole",3,6
"3","3*0","*","3","0","whole","whole","whole","SD_whole",3,0
"3","1*6","*","1","6","whole","whole","whole","SD_whole",1,6
"3","3*6","*","3","6","whole","whole","whole","SD_whole",3,6
"3","8*3","*","8","3","whole","whole","whole","SD_whole",8,3
"3","6*7","*","6","7","whole","whole","whole","SD_whole",6,7
"3","3*3","*","3","3","whole","whole","whole","SD_whole",3,3
"3","10*6","*","10","6","whole","whole","whole","MD_whole",10,6
"3","3*7","*","3","7","whole","whole","whole","SD_whole",3,7
"3","2*6","*","2","6","whole","whole","whole","SD_whole",2,6
"3","3*5","*","3","5","whole","whole","whole","SD_whole",3,5
"3","1*3","*","1","3","whole","whole","whole","SD_whole",1,3
"3","6*8","*","6","8","whole","whole","whole","SD_whole",6,8
"3","3*9","*","3","9","whole","whole","whole","SD_whole",3,9
"3","6*6","*","6","6","whole","whole","whole","SD_whole",6,6
"3","4*3","*","4","3","whole","whole","whole","SD_whole",4,3
"3","6*5","*","6","5","whole","whole","whole","SD_whole",6,5
"3","2*3","*","2","3","whole","whole","whole","SD_whole",2,3
"3","6*3","*","6","3","whole","whole","whole","SD_whole",6,3
"3","10*6","*","10","6","whole","whole","whole","MD_whole",10,6
"3","3*6","*","3","6","whole","whole","whole","SD_whole",3,6
"3","7*6","*","7","6","whole","whole","whole","SD_whole",7,6
"3","3*0","*","3","0","whole","whole","whole","SD_whole",3,0
"3","9*3","*","9","3","whole","whole","whole","SD_whole",9,3
"3","568-283","-","568","283","whole","whole","whole","MD_whole",568,283
"3","8*9","*","8","9","whole","whole","whole","SD_whole",8,9
"3","400-296","-","400","296","whole","whole","whole","MD_whole",400,296
"3","622+186","+","622","186","whole","whole","whole","MD_whole",622,186
"3","7*4","*","7","4","whole","whole","whole","SD_whole",7,4
"3","4*7","*","4","7","whole","whole","whole","SD_whole",4,7
"3","2*7","*","2","7","whole","whole","whole","SD_whole",2,7
"3","4*7","*","4","7","whole","whole","whole","SD_whole",4,7
"3","9*7","*","9","7","whole","whole","whole","SD_whole",9,7
"3","5*7","*","5","7","whole","whole","whole","SD_whole",5,7
"3","7*3","*","7","3","whole","whole","whole","SD_whole",7,3
"3","1*7","*","1","7","whole","whole","whole","SD_whole",1,7
"3","7*7","*","7","7","whole","whole","whole","SD_whole",7,7
"3","6*7","*","6","7","whole","whole","whole","SD_whole",6,7
"3","7*10","*","7","10","whole","whole","whole","MD_whole",7,10
"3","7*2","*","7","2","whole","whole","whole","SD_whole",7,2
"3","7*3","*","7","3","whole","whole","whole","SD_whole",7,3
"3","6*7","*","6","7","whole","whole","whole","SD_whole",6,7
"3","9*7","*","9","7","whole","whole","whole","SD_whole",9,7
"3","8*7","*","8","7","whole","whole","whole","SD_whole",8,7
"3","1*7","*","1","7","whole","whole","whole","SD_whole",1,7
"3","4*7","*","4","7","whole","whole","whole","SD_whole",4,7
"3","7*9","*","7","9","whole","whole","whole","SD_whole",7,9
"3","1*7","*","1","7","whole","whole","whole","SD_whole",1,7
"3","3*7","*","3","7","whole","whole","whole","SD_whole",3,7
"3","7*7","*","7","7","whole","whole","whole","SD_whole",7,7
"3","2*7","*","2","7","whole","whole","whole","SD_whole",2,7
"3","7*8","*","7","8","whole","whole","whole","SD_whole",7,8
"3","4*7","*","4","7","whole","whole","whole","SD_whole",4,7
"3","7*5","*","7","5","whole","whole","whole","SD_whole",7,5
"3","7*1","*","7","1","whole","whole","whole","SD_whole",7,1
"3","6*7","*","6","7","whole","whole","whole","SD_whole",6,7
"3","7*4","*","7","4","whole","whole","whole","SD_whole",7,4
"3","2*7","*","2","7","whole","whole","whole","SD_whole",2,7
"3","10*7","*","10","7","whole","whole","whole","MD_whole",10,7
"3","3*7","*","3","7","whole","whole","whole","SD_whole",3,7
"3","7*9","*","7","9","whole","whole","whole","SD_whole",7,9
"3","8*7","*","8","7","whole","whole","whole","SD_whole",8,7
"3","7*0","*","7","0","whole","whole","whole","SD_whole",7,0
"3","7*8","*","7","8","whole","whole","whole","SD_whole",7,8
"3","3*1","*","3","1","whole","whole","whole","SD_whole",3,1
"3","5*6","*","5","6","whole","whole","whole","SD_whole",5,6
"3","7*7","*","7","7","whole","whole","whole","SD_whole",7,7
"3","2*10","*","2","10","whole","whole","whole","MD_whole",2,10
"3","2*1","*","2","1","whole","whole","whole","SD_whole",2,1
"3","6*6","*","6","6","whole","whole","whole","SD_whole",6,6
"3","8*7","*","8","7","whole","whole","whole","SD_whole",8,7
"3","6*0","*","6","0","whole","whole","whole","SD_whole",6,0
"3","3*8","*","3","8","whole","whole","whole","SD_whole",3,8
"3","472+186","+","472","186","whole","whole","whole","MD_whole",472,186
"3","219+763","+","219","763","whole","whole","whole","MD_whole",219,763
"3","5*4","*","5","4","whole","whole","whole","SD_whole",5,4
"3","3*8","*","3","8","whole","whole","whole","SD_whole",3,8
"3","8*2","*","8","2","whole","whole","whole","SD_whole",8,2
"3","7*8","*","7","8","whole","whole","whole","SD_whole",7,8
"3","9*8","*","9","8","whole","whole","whole","SD_whole",9,8
"3","6*8","*","6","8","whole","whole","whole","SD_whole",6,8
"3","10*8","*","10","8","whole","whole","whole","MD_whole",10,8
"3","8*3","*","8","3","whole","whole","whole","SD_whole",8,3
"3","1*8","*","1","8","whole","whole","whole","SD_whole",1,8
"3","4*8","*","4","8","whole","whole","whole","SD_whole",4,8
"3","5*8","*","5","8","whole","whole","whole","SD_whole",5,8
"3","0*8","*","0","8","whole","whole","whole","SD_whole",0,8
"3","8*8","*","8","8","whole","whole","whole","SD_whole",8,8
"3","6*8","*","6","8","whole","whole","whole","SD_whole",6,8
"3","8*2","*","8","2","whole","whole","whole","SD_whole",8,2
"3","5*8","*","5","8","whole","whole","whole","SD_whole",5,8
"3","3*8","*","3","8","whole","whole","whole","SD_whole",3,8
"3","10*8","*","10","8","whole","whole","whole","MD_whole",10,8
"3","7*8","*","7","8","whole","whole","whole","SD_whole",7,8
"3","8*8","*","8","8","whole","whole","whole","SD_whole",8,8
"3","8*5","*","8","5","whole","whole","whole","SD_whole",8,5
"3","3*8","*","3","8","whole","whole","whole","SD_whole",3,8
"3","4*8","*","4","8","whole","whole","whole","SD_whole",4,8
"3","8*7","*","8","7","whole","whole","whole","SD_whole",8,7
"3","6*8","*","6","8","whole","whole","whole","SD_whole",6,8
"3","9*8","*","9","8","whole","whole","whole","SD_whole",9,8
"3","8*8","*","8","8","whole","whole","whole","SD_whole",8,8
"3","9*8","*","9","8","whole","whole","whole","SD_whole",9,8
"3","8*3","*","8","3","whole","whole","whole","SD_whole",8,3
"3","8*1","*","8","1","whole","whole","whole","SD_whole",8,1
"3","4*8","*","4","8","whole","whole","whole","SD_whole",4,8
"3","5*8","*","5","8","whole","whole","whole","SD_whole",5,8
"3","652-99","-","652","99","whole","whole","whole","MD_whole",652,99
"3","9*8","*","9","8","whole","whole","whole","SD_whole",9,8
"3","2*9","*","2","9","whole","whole","whole","SD_whole",2,9
"3","6*9","*","6","9","whole","whole","whole","SD_whole",6,9
"3","9*1","*","9","1","whole","whole","whole","SD_whole",9,1
"3","4*9","*","4","9","whole","whole","whole","SD_whole",4,9
"3","5*9","*","5","9","whole","whole","whole","SD_whole",5,9
"3","10*9","*","10","9","whole","whole","whole","MD_whole",10,9
"3","1*9","*","1","9","whole","whole","whole","SD_whole",1,9
"3","9*5","*","9","5","whole","whole","whole","SD_whole",9,5
"3","9*3","*","9","3","whole","whole","whole","SD_whole",9,3
"3","6*9","*","6","9","whole","whole","whole","SD_whole",6,9
"3","7*9","*","7","9","whole","whole","whole","SD_whole",7,9
"3","4*9","*","4","9","whole","whole","whole","SD_whole",4,9
"3","2*9","*","2","9","whole","whole","whole","SD_whole",2,9
"3","9*4","*","9","4","whole","whole","whole","SD_whole",9,4
"3","0*9","*","0","9","whole","whole","whole","SD_whole",0,9
"3","1*9","*","1","9","whole","whole","whole","SD_whole",1,9
"3","8*9","*","8","9","whole","whole","whole","SD_whole",8,9
"3","9*5","*","9","5","whole","whole","whole","SD_whole",9,5
"3","6*9","*","6","9","whole","whole","whole","SD_whole",6,9
"3","10*9","*","10","9","whole","whole","whole","MD_whole",10,9
"3","3*9","*","3","9","whole","whole","whole","SD_whole",3,9
"3","9*8","*","9","8","whole","whole","whole","SD_whole",9,8
"3","6*9","*","6","9","whole","whole","whole","SD_whole",6,9
"3","9*1","*","9","1","whole","whole","whole","SD_whole",9,1
"3","7*9","*","7","9","whole","whole","whole","SD_whole",7,9
"3","317+151","+","317","151","whole","whole","whole","MD_whole",317,151
"3","3*9","*","3","9","whole","whole","whole","SD_whole",3,9
"3","4*5","*","4","5","whole","whole","whole","SD_whole",4,5
"3","7*6","*","7","6","whole","whole","whole","SD_whole",7,6
"3","8*2","*","8","2","whole","whole","whole","SD_whole",8,2
"3","28+4","+","28","4","whole","whole","whole","MD_whole",28,4
"3","8*4","*","8","4","whole","whole","whole","SD_whole",8,4
"3","3*8","*","3","8","whole","whole","whole","SD_whole",3,8
"3","7*30","*","7","30","whole","whole","whole","MD_whole",7,30
"3","2*90","*","2","90","whole","whole","whole","MD_whole",2,90
"3","8*40","*","8","40","whole","whole","whole","MD_whole",8,40
"3","4*60","*","4","60","whole","whole","whole","MD_whole",4,60
"3","80*9","*","80","9","whole","whole","whole","MD_whole",80,9
"3","70*7","*","70","7","whole","whole","whole","MD_whole",70,7
"3","90*4","*","90","4","whole","whole","whole","MD_whole",90,4
"3","60*8","*","60","8","whole","whole","whole","MD_whole",60,8
"3","2*70","*","2","70","whole","whole","whole","MD_whole",2,70
"3","8*50","*","8","50","whole","whole","whole","MD_whole",8,50
"3","3*90","*","3","90","whole","whole","whole","MD_whole",3,90
"3","2*80","*","2","80","whole","whole","whole","MD_whole",2,80
"3","80*3","*","80","3","whole","whole","whole","MD_whole",80,3
"3","60*9","*","60","9","whole","whole","whole","MD_whole",60,9
"3","90*8","*","90","8","whole","whole","whole","MD_whole",90,8
"3","80*8","*","80","8","whole","whole","whole","MD_whole",80,8
"3","6*70","*","6","70","whole","whole","whole","MD_whole",6,70
"3","9*90","*","9","90","whole","whole","whole","MD_whole",9,90
"3","70*8","*","70","8","whole","whole","whole","MD_whole",70,8
"3","90*7","*","90","7","whole","whole","whole","MD_whole",90,7
"3","60*3","*","60","3","whole","whole","whole","MD_whole",60,3
"3","60*5","*","60","5","whole","whole","whole","MD_whole",60,5
"3","80*3","*","80","3","whole","whole","whole","MD_whole",80,3
"3","50*2","*","50","2","whole","whole","whole","MD_whole",50,2
"3","60*7","*","60","7","whole","whole","whole","MD_whole",60,7
"3","70*4","*","70","4","whole","whole","whole","MD_whole",70,4
"3","6*90","*","6","90","whole","whole","whole","MD_whole",6,90
"3","9*70","*","9","70","whole","whole","whole","MD_whole",9,70
"3","8*90","*","8","90","whole","whole","whole","MD_whole",8,90
"3","6*80","*","6","80","whole","whole","whole","MD_whole",6,80
"3","8-5","-","8","5","whole","whole","whole","SD_whole",8,5
"3","9-4","-","9","4","whole","whole","whole","SD_whole",9,4
"3","8*5","*","8","5","whole","whole","whole","SD_whole",8,5
"3","7*7","*","7","7","whole","whole","whole","SD_whole",7,7
"3","3*9","*","3","9","whole","whole","whole","SD_whole",3,9
"3","8-2","-","8","2","whole","whole","whole","SD_whole",8,2
"3","6-2","-","6","2","whole","whole","whole","SD_whole",6,2
"3","4-2","-","4","2","whole","whole","whole","SD_whole",4,2
"3","2-2","-","2","2","whole","whole","whole","SD_whole",2,2
"3","2*4","*","2","4","whole","whole","whole","SD_whole",2,4
"3","4*2","*","4","2","whole","whole","whole","SD_whole",4,2
"3","7*0","*","7","0","whole","whole","whole","SD_whole",7,0
"3","3*5","*","3","5","whole","whole","whole","SD_whole",3,5
"3","6*9","*","6","9","whole","whole","whole","SD_whole",6,9
"3","3*8","*","3","8","whole","whole","whole","SD_whole",3,8
"3","4*4","*","4","4","whole","whole","whole","SD_whole",4,4
"3","2*6","*","2","6","whole","whole","whole","SD_whole",2,6
"3","30-10","-","30","10","whole","whole","whole","MD_whole",30,10
"3","20-10","-","20","10","whole","whole","whole","MD_whole",20,10
"3","10-10","-","10","10","whole","whole","whole","MD_whole",10,10
"3","10-10","-","10","10","whole","whole","whole","MD_whole",10,10
"3","10*2","*","10","2","whole","whole","whole","MD_whole",10,2
"3","3*7","*","3","7","whole","whole","whole","SD_whole",3,7
"3","3*9","*","3","9","whole","whole","whole","SD_whole",3,9
"3","8*7","*","8","7","whole","whole","whole","SD_whole",8,7
"3","8*1","*","8","1","whole","whole","whole","SD_whole",8,1
"3","598+231","+","598","231","whole","whole","whole","MD_whole",598,231
"3","509-175","-","509","175","whole","whole","whole","MD_whole",509,175
"3","458-267","-","458","267","whole","whole","whole","MD_whole",458,267
"4","27+34","+","27","34","whole","whole","whole","MD_whole",27,34
"4","95+46","+","95","46","whole","whole","whole","MD_whole",95,46
"4","84-27","-","84","27","whole","whole","whole","MD_whole",84,27
"4","72931+18563","+","72931","18563","whole","whole","whole","MD_whole",72931,18563
"4","432068+239576","+","432068","239576","whole","whole","whole","MD_whole",432068,239576
"4","64505+38972","+","64505","38972","whole","whole","whole","MD_whole",64505,38972
"4","839136+120193","+","839136","120193","whole","whole","whole","MD_whole",839136,120193
"4","186231+88941","+","186231","88941","whole","whole","whole","MD_whole",186231,88941
"4","744201+168900","+","744201","168900","whole","whole","whole","MD_whole",744201,168900
"4","73404+27865","+","73404","27865","whole","whole","whole","MD_whole",73404,27865
"4","403446+396755","+","403446","396755","whole","whole","whole","MD_whole",403446,396755
"4","137638+52091","+","137638","52091","whole","whole","whole","MD_whole",137638,52091
"4","200629+28542","+","200629","28542","whole","whole","whole","MD_whole",200629,28542
"4","212514+396705","+","212514","396705","whole","whole","whole","MD_whole",212514,396705
"4","14659-11584","-","14659","11584","whole","whole","whole","MD_whole",14659,11584
"4","456912-37800","-","456912","37800","whole","whole","whole","MD_whole",456912,37800
"4","407001-184652","-","407001","184652","whole","whole","whole","MD_whole",407001,184652
"4","942385-461803","-","942385","461803","whole","whole","whole","MD_whole",942385,461803
"4","798300-348659","-","798300","348659","whole","whole","whole","MD_whole",798300,348659
"4","300980-159000","-","300980","159000","whole","whole","whole","MD_whole",300980,159000
"4","653809-256034","-","653809","256034","whole","whole","whole","MD_whole",653809,256034
"4","258197-64500","-","258197","64500","whole","whole","whole","MD_whole",258197,64500
"4","496004-398450","-","496004","398450","whole","whole","whole","MD_whole",496004,398450
"4","500000-145609","-","500000","145609","whole","whole","whole","MD_whole",5e+05,145609
"4","428731-175842","-","428731","175842","whole","whole","whole","MD_whole",428731,175842
"4","920026-535722","-","920026","535722","whole","whole","whole","MD_whole",920026,535722
"4","253495-48617","-","253495","48617","whole","whole","whole","MD_whole",253495,48617
"4","9*6","*","9","6","whole","whole","whole","SD_whole",9,6
"4","7*8","*","7","8","whole","whole","whole","SD_whole",7,8
"4","8*4","*","8","4","whole","whole","whole","SD_whole",8,4
"4","7*6000","*","7","6000","whole","whole","whole","MD_whole",7,6000
"4","4*80","*","4","80","whole","whole","whole","MD_whole",4,80
"4","3*500","*","3","500","whole","whole","whole","MD_whole",3,500
"4","9*60","*","9","60","whole","whole","whole","MD_whole",9,60
"4","8*200","*","8","200","whole","whole","whole","MD_whole",8,200
"4","5*6000","*","5","6000","whole","whole","whole","MD_whole",5,6000
"4","7*800","*","7","800","whole","whole","whole","MD_whole",7,800
"4","8*90","*","8","90","whole","whole","whole","MD_whole",8,90
"4","6*3000","*","6","3000","whole","whole","whole","MD_whole",6,3000
"4","3*8000","*","3","8000","whole","whole","whole","MD_whole",3,8000
"4","5*500","*","5","500","whole","whole","whole","MD_whole",5,500
"4","9*4000","*","9","4000","whole","whole","whole","MD_whole",9,4000
"4","7*20","*","7","20","whole","whole","whole","MD_whole",7,20
